system,Nc,source,k,max_cart_over_box,min_cart_over_box,worst_abs_cart_over_box,limit,penalty_can_activate,margin
pendcart,1,deterministic,18,2.9158449292242845,-0.11992590861075508,2.9158449292242845,10.0,False,7.084155070775715
pendcart,1,deterministic,19,2.9426134370508525,-0.06548396701884882,2.9426134370508525,10.0,False,7.057386562949148
pendcart,1,deterministic,20,2.9588180960788835,-0.0155428380600229,2.9588180960788835,10.0,False,7.0411819039211165
pendcart,1,deterministic,21,2.9656209371757343,0.02971902735117432,2.9656209371757343,10.0,False,7.034379062824266
pendcart,1,deterministic,22,2.9643913334604948,0.0702730521866346,2.9643913334604948,10.0,False,7.035608666539505
pendcart,1,deterministic,23,2.956632519365535,0.10622603901083684,2.956632519365535,10.0,False,7.0433674806344655
pendcart,1,deterministic,24,2.943907228821438,0.13780168198564463,2.943907228821438,10.0,False,7.056092771178562
pendcart,1,deterministic,25,2.9277664264724486,0.1653191772468031,2.9277664264724486,10.0,False,7.072233573527551
pendcart,1,deterministic,26,2.9096849881728324,0.1891701205547971,2.9096849881728324,10.0,False,7.090315011827167
pendcart,1,deterministic,27,2.892949899078985,0.2097949052019597,2.892949899078985,10.0,False,7.107050100921015
pendcart,1,deterministic,28,2.8782249977309684,0.2276597562137091,2.8782249977309684,10.0,False,7.121775002269032
pendcart,1,deterministic,29,2.864724456771199,0.24323537815042168,2.864724456771199,10.0,False,7.135275543228801
pendcart,1,deterministic,30,2.853151554366713,0.25697799034525953,2.853151554366713,10.0,False,7.146848445633287
pendcart,1,deterministic,31,2.8440090617125477,0.2693132989264872,2.8440090617125477,10.0,False,7.155990938287452
pendcart,1,deterministic,32,2.8376037475128904,0.28062373995884526,2.8376037475128904,10.0,False,7.16239625248711
pendcart,1,deterministic,33,2.834058610431547,0.2912391354413232,2.834058610431547,10.0,False,7.165941389568453
pendcart,1,deterministic,34,2.8333313154428454,0.30143074054442176,2.8333313154428454,10.0,False,7.166668684557155
pendcart,1,deterministic,35,2.835237353739637,0.31140852516895867,2.835237353739637,10.0,False,7.164762646260363
pendcart,1,deterministic,36,2.839476494515726,0.32132142289124227,2.839476494515726,10.0,False,7.160523505484274
pendcart,1,deterministic,37,2.8456611278493833,0.3312601909229457,2.8456611278493833,10.0,False,7.154338872150617
pendcart,1,deterministic,38,2.8533451418188944,0.34126245710940206,2.8533451418188944,10.0,False,7.146654858181106
