system,k,role,stratum,drift_warm_gap,plateau,variant,budget_fe,trial,seed,NP,J_star,J_start,J,norm_gap,converged_1e4,first_control_error,returned_incumbent,improvement_fraction,realized_fe,fe_exact,time_ms
flight,6,plateau,High,0.0112797009766693,True,A_no_greedy,1000,12,14001012,8,-1.3705061496284003,-1.35099116370473,-1.3702137191203927,0.000213374094006755,False,0.11752884515779699,False,0.9850150797365962,1000,True,15.172057028394192
flight,6,plateau,High,0.0112797009766693,True,A_no_greedy,1000,13,14001013,8,-1.3705061496284003,-1.35099116370473,-1.367958626966367,0.0018588188478570653,False,0.18427748252657672,False,0.8694581347894634,1000,True,14.741780003532767
flight,6,plateau,High,0.0112797009766693,True,A_no_greedy,1000,14,14001014,8,-1.3705061496284003,-1.35099116370473,-1.35099116370473,0.014239254547644017,False,0.9687239125405813,True,0.0,1000,True,15.393687004689127
flight,6,plateau,High,0.0112797009766693,True,A_no_greedy,1000,15,14001015,8,-1.3705061496284003,-1.35099116370473,-1.3562943508011212,0.010369744660491002,False,0.7131323299304135,False,0.27174947074692557,1000,True,17.111469991505146
flight,6,plateau,High,0.0112797009766693,True,A_no_greedy,1000,16,14001016,8,-1.3705061496284003,-1.35099116370473,-1.3684997355345052,0.0014639949586794235,False,0.13679740866944345,False,0.8971859830315589,1000,True,14.239736017771065
flight,6,plateau,High,0.0112797009766693,True,A_no_greedy,1000,17,14001017,8,-1.3705061496284003,-1.35099116370473,-1.3570786616379977,0.009797466428037076,False,0.6153201955241023,False,0.31193965279185676,1000,True,14.218183991033584
flight,6,plateau,High,0.0112797009766693,True,A_no_greedy,1000,18,14001018,8,-1.3705061496284003,-1.35099116370473,-1.3589908055621833,0.008402256399461827,False,0.7536608203518029,False,0.40992301448448804,1000,True,13.136808993294835
flight,6,plateau,High,0.0112797009766693,True,A_no_greedy,1000,19,14001019,8,-1.3705061496284003,-1.35099116370473,-1.35099116370473,0.014239254547644017,False,0.9687239125405813,True,0.0,1000,True,13.108315004501492
flight,6,plateau,High,0.0112797009766693,True,A_no_greedy,1000,20,14001020,8,-1.3705061496284003,-1.35099116370473,-1.362280445828428,0.006001945925016498,False,0.602176756729086,False,0.5784929678071131,1000,True,13.362594007048756
flight,6,plateau,High,0.0112797009766693,True,A_no_greedy,1000,21,14001021,8,-1.3705061496284003,-1.35099116370473,-1.3626910608253586,0.005702337640119821,False,0.6591823634392623,False,0.5995339769339743,1000,True,13.63664900418371
flight,6,plateau,High,0.0112797009766693,True,A_no_greedy,1000,22,14001022,8,-1.3705061496284003,-1.35099116370473,-1.370247100359414,0.00018901722480885774,False,0.07384738708165443,False,0.9867256235797729,1000,True,13.62828997662291
flight,6,plateau,High,0.0112797009766693,True,A_no_greedy,1000,23,14001023,8,-1.3705061496284003,-1.35099116370473,-1.361616000177544,0.006486763633469942,False,0.5192269361467655,False,0.5444449980323428,1000,True,13.211982033681124
flight,6,plateau,High,0.0112797009766693,True,A_no_greedy,1000,24,14001024,8,-1.3705061496284003,-1.35099116370473,-1.3579682537055202,0.00914836896301389,False,0.8325367803186245,False,0.35752472628368387,1000,True,13.534320052713156
flight,6,plateau,High,0.0112797009766693,True,A_no_greedy,1000,25,14001025,8,-1.3705061496284003,-1.35099116370473,-1.35099116370473,0.014239254547644017,False,0.9687239125405813,True,0.0,1000,True,13.625656021758914
flight,6,plateau,High,0.0112797009766693,True,A_no_greedy,1000,26,14001026,8,-1.3705061496284003,-1.35099116370473,-1.36433172671534,0.004505213577286309,False,0.5787343016794971,False,0.6836060790814553,1000,True,13.259628030937165
flight,6,plateau,High,0.0112797009766693,True,A_no_greedy,1000,27,14001027,8,-1.3705061496284003,-1.35099116370473,-1.3704904553519017,1.1451445513664918e-05,True,0.018530902774671273,False,0.9991957833554174,1000,True,13.382063014432788
flight,6,plateau,High,0.0112797009766693,True,A_no_greedy,1000,28,14001028,8,-1.3705061496284003,-1.35099116370473,-1.3691172488346783,0.0010134217888030568,False,0.1735968116893413,False,0.9288290138074163,1000,True,13.132265012245625
flight,6,plateau,High,0.0112797009766693,True,A_no_greedy,1000,29,14001029,8,-1.3705061496284003,-1.35099116370473,-1.3704972194771403,6.515951250889269e-06,True,0.02001201701268215,False,0.9995423951984925,1000,True,13.473712024278939
flight,6,plateau,High,0.0112797009766693,True,B_no_bridge,1000,0,14002000,8,-1.3705061496284003,-1.35099116370473,-1.3704539527273512,3.8085856866338584e-05,True,0.044364789242543064,False,0.9973252913810267,1000,True,15.155540953855962
flight,6,plateau,High,0.0112797009766693,True,B_no_bridge,1000,1,14002001,8,-1.3705061496284003,-1.35099116370473,-1.3669696796335669,0.0025804116207667946,False,0.24917894986326106,False,0.8187818321434712,1000,True,15.224247006699443
flight,6,plateau,High,0.0112797009766693,True,B_no_bridge,1000,2,14002002,8,-1.3705061496284003,-1.35099116370473,-1.368125482072374,0.0017370717794092196,False,0.27433971462298734,False,0.8780082360634089,1000,True,15.64044097904116
flight,6,plateau,High,0.0112797009766693,True,B_no_bridge,1000,3,14002003,8,-1.3705061496284003,-1.35099116370473,-1.3702303047851212,0.00020127224044483928,False,0.12071258606580632,False,0.9858649734948279,1000,True,15.478692017495632
flight,6,plateau,High,0.0112797009766693,True,B_no_bridge,1000,4,14002004,8,-1.3705061496284003,-1.35099116370473,-1.3650495451507363,0.00398145201985672,False,0.34144753296612146,False,0.7203890128844225,1000,True,15.86585701443255
flight,6,plateau,High,0.0112797009766693,True,B_no_bridge,1000,5,14002005,8,-1.3705061496284003,-1.35099116370473,-1.3574287085071168,0.009542052127842936,False,0.8019363779429435,False,0.3298769892822982,1000,True,14.66055604396388
flight,6,plateau,High,0.0112797009766693,True,B_no_bridge,1000,6,14002006,8,-1.3705061496284003,-1.35099116370473,-1.3697572460472165,0.0005464430651310133,False,0.17217500907002903,False,0.9616241803036363,1000,True,15.35235601477325
flight,6,plateau,High,0.0112797009766693,True,B_no_bridge,1000,7,14002007,8,-1.3705061496284003,-1.35099116370473,-1.3697281834916504,0.0005676487748419819,False,0.17557157280254282,False,0.960134937335192,1000,True,14.643289963714778
