system,condition,alg,trial,seed,nrmse,reference_nrmse,realized_nfe_mean,fe_exact,time_ms_mean
uav,measurement_noise,GWO,9,17021009,0.0014579929816990345,0.001432390048719209,1000.0,True,22.866754745482467
uav,measurement_noise,PSO,0,17022000,0.013524367730598202,0.001432390048719209,1000.0,True,4.509364557598019
uav,measurement_noise,PSO,1,17022001,0.003417783542916582,0.001432390048719209,1000.0,True,4.474367169168545
uav,measurement_noise,PSO,2,17022002,0.006739956578257224,0.001432390048719209,1000.0,True,4.352206366020255
uav,measurement_noise,PSO,3,17022003,0.007175930610879437,0.001432390048719209,1000.0,True,4.338814848451875
uav,measurement_noise,PSO,4,17022004,0.003208153502606439,0.001432390048719209,1000.0,True,4.375353217474185
uav,measurement_noise,PSO,5,17022005,0.0014621413348032714,0.001432390048719209,1000.0,True,4.39365217476734
uav,measurement_noise,PSO,6,17022006,0.003494423908807378,0.001432390048719209,1000.0,True,4.4207789993379265
uav,measurement_noise,PSO,7,17022007,0.006706510684750308,0.001432390048719209,1000.0,True,4.348583931714529
uav,measurement_noise,PSO,8,17022008,0.0014474596070533398,0.001432390048719209,1000.0,True,4.355912713363068
uav,measurement_noise,PSO,9,17022009,0.0022209691778886276,0.001432390048719209,1000.0,True,4.3143859012343455
uav,measurement_noise,WOA,0,17023000,0.0025114612906999615,0.001432390048719209,1000.0,True,7.774873495072825
uav,measurement_noise,WOA,1,17023001,0.0027629902377240764,0.001432390048719209,1000.0,True,7.725384568620939
uav,measurement_noise,WOA,2,17023002,0.002482088500845771,0.001432390048719209,1000.0,True,7.672495464066742
uav,measurement_noise,WOA,3,17023003,0.0025448543670740804,0.001432390048719209,1000.0,True,7.65535018988885
uav,measurement_noise,WOA,4,17023004,0.0026270655107377377,0.001432390048719209,1000.0,True,7.63440828275634
uav,measurement_noise,WOA,5,17023005,0.0022195153684730936,0.001432390048719209,1000.0,True,7.665137993462849
uav,measurement_noise,WOA,6,17023006,0.002285357522350956,0.001432390048719209,1000.0,True,7.710520749387797
uav,measurement_noise,WOA,7,17023007,0.0027144679779085006,0.001432390048719209,1000.0,True,7.8828819716
uav,measurement_noise,WOA,8,17023008,0.003003981847868821,0.001432390048719209,1000.0,True,7.944556011498207
uav,measurement_noise,WOA,9,17023009,0.002259153978576907,0.001432390048719209,1000.0,True,7.800375785736833
uav,reference_event,SGO,0,17030000,0.029642664518904984,0.02941726141456163,1000.0,True,12.290195458190283
uav,reference_event,SGO,1,17030001,0.02945948062622031,0.02941726141456163,1000.0,True,12.201113654882647
uav,reference_event,SGO,2,17030002,0.029600730392793678,0.02941726141456163,1000.0,True,12.277818724542158
uav,reference_event,SGO,3,17030003,0.029603546562177837,0.02941726141456163,1000.0,True,12.109645680320682
uav,reference_event,SGO,4,17030004,0.02961909643496871,0.02941726141456163,1000.0,True,12.117832319490844
uav,reference_event,SGO,5,17030005,0.029522847579907124,0.02941726141456163,1000.0,True,12.196522650774568
uav,reference_event,SGO,6,17030006,0.029513384579564966,0.02941726141456163,1000.0,True,11.949195902561769
uav,reference_event,SGO,7,17030007,0.029514508858103226,0.02941726141456163,1000.0,True,11.98949115932919
uav,reference_event,SGO,8,17030008,0.029510300244957776,0.02941726141456163,1000.0,True,11.885763570317067
uav,reference_event,SGO,9,17030009,0.02956784512395998,0.02941726141456163,1000.0,True,11.908237245079363
uav,reference_event,GWO,0,17031000,0.029416424825324125,0.02941726141456163,1000.0,True,21.148615397687536
uav,reference_event,GWO,1,17031001,0.02941634824511417,0.02941726141456163,1000.0,True,21.004462830751436
uav,reference_event,GWO,2,17031002,0.029416446815618457,0.02941726141456163,1000.0,True,20.953110224509146
uav,reference_event,GWO,3,17031003,0.02941833272965323,0.02941726141456163,1000.0,True,20.929313909000484
uav,reference_event,GWO,4,17031004,0.029417923740566853,0.02941726141456163,1000.0,True,21.033887899975525
uav,reference_event,GWO,5,17031005,0.0294131968922002,0.02941726141456163,1000.0,True,20.943501580040902
uav,reference_event,GWO,6,17031006,0.029416809771321967,0.02941726141456163,1000.0,True,20.987261539848987
uav,reference_event,GWO,7,17031007,0.02941713799972344,0.02941726141456163,1000.0,True,21.06582872060244
uav,reference_event,GWO,8,17031008,0.029434490959562843,0.02941726141456163,1000.0,True,21.073881213233108
uav,reference_event,GWO,9,17031009,0.02941604961279017,0.02941726141456163,1000.0,True,21.14714956653188
uav,reference_event,PSO,0,17032000,0.040482220465614366,0.02941726141456163,1000.0,True,4.306768785754684
uav,reference_event,PSO,1,17032001,0.04701314521325453,0.02941726141456163,1000.0,True,4.2988186530419625
uav,reference_event,PSO,2,17032002,0.03025025856726042,0.02941726141456163,1000.0,True,4.220640220592031
uav,reference_event,PSO,3,17032003,0.029414262372528272,0.02941726141456163,1000.0,True,4.202621254516998
uav,reference_event,PSO,4,17032004,0.02938840346102538,0.02941726141456163,1000.0,True,4.239446558494819
uav,reference_event,PSO,5,17032005,0.041026530418642515,0.02941726141456163,1000.0,True,4.295447574550053
uav,reference_event,PSO,6,17032006,0.030721856170279182,0.02941726141456163,1000.0,True,4.221640658943215
uav,reference_event,PSO,7,17032007,0.029970508983549457,0.02941726141456163,1000.0,True,4.228278749651508
uav,reference_event,PSO,8,17032008,0.031033878675377245,0.02941726141456163,1000.0,True,4.201914799195947
uav,reference_event,PSO,9,17032009,0.03189371592278247,0.02941726141456163,1000.0,True,4.223097401700215
uav,reference_event,WOA,0,17033000,0.02978795275623156,0.02941726141456163,1000.0,True,7.617345443723025
uav,reference_event,WOA,1,17033001,0.03012074936931689,0.02941726141456163,1000.0,True,7.598478957661428
uav,reference_event,WOA,2,17033002,0.029766277286759735,0.02941726141456163,1000.0,True,7.631749287684215
uav,reference_event,WOA,3,17033003,0.029658892725428015,0.02941726141456163,1000.0,True,7.535268298233859
uav,reference_event,WOA,4,17033004,0.029718617440102305,0.02941726141456163,1000.0,True,7.523538608656963
uav,reference_event,WOA,5,17033005,0.030610309197016322,0.02941726141456163,1000.0,True,7.568572634481825
uav,reference_event,WOA,6,17033006,0.029795493453283157,0.02941726141456163,1000.0,True,7.598056398128392
uav,reference_event,WOA,7,17033007,0.030259852674620485,0.02941726141456163,1000.0,True,7.574000815802719
uav,reference_event,WOA,8,17033008,0.029543425912536465,0.02941726141456163,1000.0,True,7.521421130077215
uav,reference_event,WOA,9,17033009,0.029721377038013485,0.02941726141456163,1000.0,True,7.51797607212211
