check,system,alg,trial,submitted,phase2,abs_diff,rel_diff,material,step,nfe_submitted,nfe_phase2
closed_loop_nrmse,flight,SGO,6.0,0.0150205524170477,0.015020552417047752,5.204170427930421e-17,3.4646997549996266e-15,False,,,
closed_loop_nrmse,flight,SGO,7.0,0.0149781092512687,0.014978109251268735,3.469446951953614e-17,2.3163450698289836e-15,False,,,
closed_loop_nrmse,flight,SGO,8.0,0.0149507323401868,0.014950732340186892,9.194034422677078e-17,6.1495545592532515e-15,False,,,
closed_loop_nrmse,flight,SGO,9.0,0.0150128985636164,0.015012898563616492,9.194034422677078e-17,6.1240901506913006e-15,False,,,
closed_loop_nrmse,flight,GWO,0.0,0.0142223462729155,0.014222346272915572,7.28583859910259e-17,5.122810582229647e-15,False,,,
closed_loop_nrmse,flight,GWO,1.0,0.0145867361389996,0.0145867361389996,0.0,0.0,False,,,
closed_loop_nrmse,flight,GWO,2.0,0.0145882658477955,0.01458826584779558,7.979727989493313e-17,5.469963375187028e-15,False,,,
closed_loop_nrmse,flight,GWO,3.0,0.0143673066763805,0.01436730667638055,5.0306980803327406e-17,3.501490010374098e-15,False,,,
closed_loop_nrmse,flight,GWO,4.0,0.0145995742130293,0.014599574213029317,1.734723475976807e-17,1.1882014164691623e-15,False,,,
closed_loop_nrmse,flight,GWO,5.0,0.0144064317666241,0.014406431766624135,3.469446951953614e-17,2.4082625095212038e-15,False,,,
closed_loop_nrmse,flight,GWO,6.0,0.0145702096992611,0.014570209699261174,7.45931094670027e-17,5.1195632051051095e-15,False,,,
closed_loop_nrmse,flight,GWO,7.0,0.0145458198256877,0.014545819825687787,8.673617379884035e-17,5.9629622007049456e-15,False,,,
closed_loop_nrmse,flight,GWO,8.0,0.0144786687750755,0.01447866877507554,3.9898639947466563e-17,2.755684280598408e-15,False,,,
closed_loop_nrmse,flight,GWO,9.0,0.0144648926084893,0.014464892608489382,8.153200337090993e-17,5.636543981187916e-15,False,,,
closed_loop_nrmse,flight,PSO,0.0,0.0149400108933866,0.014940010893386611,1.214306433183765e-17,8.127881845931547e-16,False,,,
closed_loop_nrmse,flight,PSO,1.0,0.014968761833149,0.014968761833149073,7.28583859910259e-17,4.867362230968076e-15,False,,,
closed_loop_nrmse,flight,PSO,2.0,0.0149210344385816,0.014921034438581685,8.500145032286355e-17,5.6967531757097014e-15,False,,,
closed_loop_nrmse,flight,PSO,3.0,0.014940415805757,0.014940415805757033,3.2959746043559335e-17,2.206079567802854e-15,False,,,
closed_loop_nrmse,flight,PSO,4.0,0.0149700750798243,0.014970075079824363,6.418476861114186e-17,4.2875381899484225e-15,False,,,
closed_loop_nrmse,flight,PSO,5.0,0.0149724180714705,0.014972418071470516,1.734723475976807e-17,1.1586127689569872e-15,False,,,
