case,seed,grouping,mode,environment,change_frequency,post_change_error,end_of_environment_error,mean_error,error_reduction,error_reduction_fraction,error_at_0,error_at_5,error_at_10,error_at_25,error_at_50,error_at_75,late_half_reduction,late_half_fraction,recovery_evals_50,recovery_success_50,recovery_frac_50,recovery_evals_90,recovery_success_90,recovery_frac_90
F1,5,fitness,population_persistence,51,5000,58.76367891250983,18.794994741968722,18.849058126909995,39.96868417054111,0.68015966512322,58.76367891250983,18.794994741968722,18.794994741968722,18.794994741968722,18.794994741968722,18.794994741968722,0.0,0.0,10,True,0.002,10,True,0.002
F1,5,fitness,population_persistence,52,5000,80.89840169997906,12.969288021200654,16.244645741816154,67.9291136787784,0.8396842490251076,80.89840169997906,20.490918669472414,16.552915810214955,16.552915810214955,16.552915810214955,12.969288021200654,3.583627789014301,0.05275540331588125,2,True,0.0004,497,True,0.0994
F1,5,fitness,population_persistence,53,5000,90.150136058974,12.574979527281847,12.59315472074016,77.57515653169216,0.8605106982971651,90.150136058974,12.574979527281847,12.574979527281847,12.574979527281847,12.574979527281847,12.574979527281847,0.0,0.0,2,True,0.0004,3,True,0.0006
F1,5,fitness,population_persistence,54,5000,49.36970326937608,15.778265656459581,15.820019871016335,33.5914376129165,0.680405904601683,49.36970326937608,15.778265656459581,15.778265656459581,15.778265656459581,15.778265656459581,15.778265656459581,0.0,0.0,11,True,0.0022,12,True,0.0024
F1,5,fitness,population_persistence,55,5000,41.439090050631066,18.96104026123284,18.975196530871003,22.478049789398227,0.5424358923406407,41.439090050631066,18.96104026123284,18.96104026123284,18.96104026123284,18.96104026123284,18.96104026123284,0.0,0.0,2,True,0.0004,12,True,0.0024
F1,5,fitness,population_persistence,56,5000,57.2609437405663,23.311612842995153,23.371615656144307,33.949330897571144,0.5928880783276346,57.2609437405663,23.311612842995153,23.311612842995153,23.311612842995153,23.311612842995153,23.311612842995153,0.0,0.0,12,True,0.0024,12,True,0.0024
F1,5,fitness,population_persistence,57,5000,33.99384598216095,17.069840101509527,17.106499435999048,16.92400588065142,0.4978549908572476,33.99384598216095,17.069840101509527,17.069840101509527,17.069840101509527,17.069840101509527,17.069840101509527,0.0,0.0,15,True,0.003,15,True,0.003
F1,5,fitness,population_persistence,58,5000,35.9156371754848,17.081457852872852,17.582875703901717,18.834179322611945,0.5244005342460618,35.9156371754848,18.094737939068168,18.094737939068168,18.094737939068168,17.081457852872852,17.081457852872852,0.0,0.0,12,True,0.0024,15,True,0.003
F1,5,fitness,population_persistence,59,5000,79.89514765430681,22.450596868394875,22.908160549481387,57.444550785911936,0.7189992442903426,79.89514765430681,25.103620375054078,25.103620375054078,22.450596868394875,22.450596868394875,22.450596868394875,0.0,0.0,4,True,0.0008,13,True,0.0026
F1,5,fitness,population_persistence,60,5000,84.39239236704253,15.012944855834064,17.786614445490045,69.37944751120847,0.8221054714204664,84.39239236704253,23.637844797076895,23.637844797076895,18.219236750890346,18.219236750890346,15.012944855834064,3.2062918950562818,0.046213857418485424,6,True,0.0012,695,True,0.139
F1,5,fitness,population_persistence,61,5000,126.75349312772491,18.851100420445576,19.113398079687958,107.90239270727933,0.8512774681369135,126.75349312772491,19.715006403313375,19.715006403313375,18.851100420445576,18.851100420445576,18.851100420445576,0.0,0.0,3,True,0.0006,8,True,0.0016
F1,5,fitness,population_persistence,62,5000,139.9910832605818,23.610840979933776,23.685592219338297,116.38024228064802,0.8313403937593357,139.9910832605818,23.610840979933776,23.610840979933776,23.610840979933776,23.610840979933776,23.610840979933776,0.0,0.0,3,True,0.0006,8,True,0.0016
F1,5,fitness,population_persistence,63,5000,69.36878202322455,22.741679395605324,22.796808823817084,46.62710262761923,0.67216262514179,69.36878202322455,22.741679395605324,22.741679395605324,22.741679395605324,22.741679395605324,22.741679395605324,0.0,0.0,6,True,0.0012,8,True,0.0016
F1,5,fitness,population_persistence,64,5000,103.38937586614168,41.82761938058686,42.17522688699916,61.56175648555482,0.5954360007478804,103.38937586614168,43.71325708473732,43.71325708473732,41.82761938058686,41.82761938058686,41.82761938058686,0.0,0.0,6,True,0.0012,8,True,0.0016
F1,5,fitness,population_persistence,65,5000,143.12910169425408,25.283784910550374,26.443593535751123,117.84531678370371,0.8233497967131769,143.12910169425408,33.28194570303171,33.28194570303171,25.283784910550374,25.283784910550374,25.283784910550374,0.0,0.0,3,True,0.0006,3,True,0.0006
F1,5,fitness,population_persistence,66,5000,102.49542979370194,33.313332548966684,33.33899776550771,69.18209724473526,0.6749773856647245,102.49542979370194,33.313332548966684,33.313332548966684,33.313332548966684,33.313332548966684,33.313332548966684,0.0,0.0,3,True,0.0006,3,True,0.0006
F1,5,fitness,population_persistence,67,5000,92.370845886052,37.73287050078861,37.749788106227086,54.63797538526339,0.5915067125472078,92.370845886052,37.73287050078861,37.73287050078861,37.73287050078861,37.73287050078861,37.73287050078861,0.0,0.0,2,True,0.0004,4,True,0.0008
F1,5,fitness,population_persistence,68,5000,113.40910990753069,42.61753683415484,42.6375889619343,70.79157307337584,0.6242141670197086,113.40910990753069,42.61753683415484,42.61753683415484,42.61753683415484,42.61753683415484,42.61753683415484,0.0,0.0,2,True,0.0004,3,True,0.0006
F1,5,fitness,population_persistence,69,5000,154.71234782407578,32.19329175988146,39.03256356392491,122.51905606419432,0.7919151754035262,154.71234782407578,43.20899795997733,43.20899795997733,42.91134241170952,42.91134241170952,32.19329175988146,10.718050651828058,0.08748068256592097,2,True,0.0004,8,True,0.0016
F1,5,fitness,population_persistence,70,5000,117.63509029580901,29.84896711091342,29.89544780924347,87.78612318489559,0.7462579657493844,117.63509029580901,29.84896711091342,29.84896711091342,29.84896711091342,29.84896711091342,29.84896711091342,0.0,0.0,2,True,0.0004,2,True,0.0004
F1,5,fitness,population_persistence,71,5000,48.1105353163005,33.33621513958345,33.36365085215822,14.774320176717048,0.3070911616257013,48.1105353163005,33.33621513958345,33.33621513958345,33.33621513958345,33.33621513958345,33.33621513958345,0.0,0.0,3,True,0.0006,3,True,0.0006
F1,5,fitness,population_persistence,72,5000,53.84547487794115,14.715507204729441,15.177886772183536,39.12996767321171,0.7267085630113379,53.84547487794115,14.715507204729441,14.715507204729441,14.715507204729441,14.715507204729441,14.715507204729441,0.0,0.0,3,True,0.0006,168,True,0.0336
F1,5,fitness,population_persistence,73,5000,114.70309515401387,31.53403126536083,31.81410302823174,83.16906388865303,0.7250812524019553,114.70309515401387,33.58500876237985,33.58500876237985,31.53403126536083,31.53403126536083,31.53403126536083,0.0,0.0,2,True,0.0004,2,True,0.0004
F1,5,fitness,population_persistence,74,5000,44.219921904022854,30.176487694404415,30.203991714702557,14.04343420961844,0.3175816149132741,44.219921904022854,30.176487694404415,30.176487694404415,30.176487694404415,30.176487694404415,30.176487694404415,0.0,0.0,11,True,0.0022,11,True,0.0022
F1,5,fitness,population_persistence,75,5000,32.341506131514166,27.280543880214267,27.283580457565055,5.060962251299898,0.15648505146049468,32.341506131514166,27.280543880214267,27.280543880214267,27.280543880214267,27.280543880214267,27.280543880214267,0.0,0.0,4,True,0.0008,4,True,0.0008
F1,5,fitness,population_persistence,76,5000,84.72762239715135,17.881706918769012,18.95765011681746,66.84591547838234,0.7889506820461633,84.72762239715135,20.36680697136262,20.36680697136262,20.36680697136262,17.881706918769012,17.881706918769012,0.0,0.0,4,True,0.0008,4,True,0.0008
F1,5,fitness,population_persistence,77,5000,39.84612694612078,17.60284186829115,19.02483967243636,22.243285077829633,0.5582295390441988,39.84612694612078,20.47019604103471,20.47019604103471,20.47019604103471,17.60284186829115,17.60284186829115,0.0,0.0,4,True,0.0008,2448,True,0.4896
F1,5,fitness,population_persistence,78,5000,77.14815387182591,20.696898851734275,20.73323500350254,56.45125502009164,0.7317252868277296,77.14815387182591,20.766098235250467,20.766098235250467,20.696898851734275,20.696898851734275,20.696898851734275,0.0,0.0,3,True,0.0006,4,True,0.0008
F1,5,fitness,population_persistence,79,5000,73.36414407514769,16.13495102789404,16.159508418859964,57.22919304725365,0.780070343199713,73.36414407514769,16.13495102789404,16.13495102789404,16.13495102789404,16.13495102789404,16.13495102789404,0.0,0.0,3,True,0.0006,4,True,0.0008
F1,5,fitness,population_persistence,80,5000,73.22214998352597,7.1234312511738835,7.1621225846768155,66.09871873235208,0.9027148034744055,73.22214998352597,7.1234312511738835,7.1234312511738835,7.1234312511738835,7.1234312511738835,7.1234312511738835,0.0,0.0,4,True,0.0008,4,True,0.0008
F1,5,fitness,population_persistence,81,5000,54.25692492978031,4.54548458771815,4.5721259141573505,49.71144034206216,0.9162229596756368,54.25692492978031,4.54548458771815,4.54548458771815,4.54548458771815,4.54548458771815,4.54548458771815,0.0,0.0,4,True,0.0008,4,True,0.0008
F1,5,fitness,population_persistence,82,5000,82.49045467652901,11.729641508405962,11.747199628027186,70.76081316812305,0.8578060752071064,82.49045467652901,11.729641508405962,11.729641508405962,11.729641508405962,11.729641508405962,11.729641508405962,0.0,0.0,2,True,0.0004,4,True,0.0008
